,Unnamed: 0,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
180,180,13890,HIRECT-EQ,HIRECT,,-1.0,1,,NSE,5.0
181,181,13896,77HP36-SG,77HP36,,-1.0,100,,NSE,1.0
182,182,13902,764RJ38-SG,764RJ38,,-1.0,100,,NSE,1.0
183,183,13957,765HR30-SG,765HR30,,-1.0,100,,NSE,1.0
184,184,13977,772MP38-SG,772MP38,,-1.0,100,,NSE,1.0
185,185,14032,980SFIL28-NL,980SFIL28,,-1.0,1,,NSE,1.0
186,186,14092,767AS33A-SG,767AS33A,,-1.0,100,,NSE,1.0
187,187,14096,SIYSIL-EQ,SIYSIL,,-1.0,1,,NSE,5.0
188,188,14109,764UP36-SG,764UP36,,-1.0,100,,NSE,1.0
189,189,14113,756RJ48-SG,756RJ48,,-1.0,100,,NSE,1.0
190,190,14197,NINSYS-BE,NINSYS,,-1.0,1,,NSE,5.0
191,191,14204,LRRPL-SM,LRRPL,,-1.0,1500,,NSE,5.0
192,192,14236,HDFCMID150-EQ,HDFCMID150,,-1.0,1,,NSE,1.0
193,193,1430,668MZ31-SG,668MZ31,,-1.0,100,,NSE,1.0
194,194,14241,HMI150INAV-EQ,HMI150INAV,,-1.0,1,,NSE,1.0
195,195,14267,AGARWALFT-ST,AGARWALFT,,-1.0,1500,,NSE,5.0
196,196,14327,HDFC2638RG-MF,HDFC2638RG,,-1.0,1,,NSE,1.0
197,197,14330,HDFC2638RD-MF,HDFC2638RD,,-1.0,1,,NSE,1.0
198,198,14339,GANESHHOU-EQ,GANESHHOU,,-1.0,1,,NSE,5.0
199,199,14347,769WB42-SG,769WB42,,-1.0,100,,NSE,1.0
200,200,14353,758TS45-SG,758TS45,,-1.0,100,,NSE,1.0
201,201,14423,LAOPALA-EQ,LAOPALA,,-1.0,1,,NSE,1.0
202,202,14432,771GJ34-SG,771GJ34,,-1.0,100,,NSE,1.0
203,203,14443,NAHARSPING-BE,NAHARSPING,,-1.0,1,,NSE,1.0
204,204,14441,775UP35-SG,775UP35,,-1.0,100,,NSE,1.0
205,205,14446,775WB39-SG,775WB39,,-1.0,100,,NSE,1.0
206,206,14450,EMBDL-EQ,EMBDL,,-1.0,1,,NSE,1.0
207,207,14613,QFIL-SM,QFIL,,-1.0,1000,,NSE,5.0
208,208,14653,774PN39-SG,774PN39,,-1.0,100,,NSE,1.0
209,209,14660,774TS48-SG,774TS48,,-1.0,100,,NSE,1.0
210,210,14712,HGS-EQ,HGS,,-1.0,1,,NSE,5.0
211,211,14732,DLF-EQ,DLF,,-1.0,1,,NSE,5.0
212,212,14738,HFMPM23RQD-MF,HFMPM23RQD,,-1.0,1,,NSE,1.0
213,213,1476,IDBI-EQ,IDBI,,-1.0,1,,NSE,1.0
214,214,14818,775HP32-SG,775HP32,,-1.0,100,,NSE,1.0
215,215,14820,776UK33-SG,776UK33,,-1.0,100,,NSE,1.0
216,216,14834,78JK35-SG,78JK35,,-1.0,100,,NSE,1.0
217,217,14860,776TN53-SG,776TN53,,-1.0,100,,NSE,1.0
218,218,14861,776KL58-SG,776KL58,,-1.0,100,,NSE,1.0
219,219,14912,KPRMILL-EQ,KPRMILL,,-1.0,1,,NSE,5.0
220,220,14943,NAGREEKCAP-BE,NAGREEKCAP,,-1.0,1,,NSE,1.0
221,221,14970,706GS2028-GS,706GS2028,,-1.0,1,,NSE,1.0
222,222,1507,MOGSEC-EQ,MOGSEC,,-1.0,1,,NSE,1.0
223,223,15019,759PN33-SG,759PN33,,-1.0,100,,NSE,1.0
224,224,15068,RELIGARE-EQ,RELIGARE,,-1.0,1,,NSE,1.0
225,225,15083,ADANIPORTS-EQ,ADANIPORTS,,-1.0,1,,NSE,10.0
226,226,15161,HITECHCORP-EQ,HITECHCORP,,-1.0,1,,NSE,1.0
227,227,15229,LICNFNHGP-EQ,LICNFNHGP,,-1.0,1,,NSE,1.0
228,228,15248,KAVDEFENCE-BE,KAVDEFENCE,,-1.0,1,,NSE,1.0
229,229,15249,1003SFIL28-NX,1003SFIL28,,-1.0,1,,NSE,1.0
230,230,15254,CEATLTD-EQ,CEATLTD,,-1.0,1,,NSE,10.0
231,231,1531,665KA35-SG,665KA35,,-1.0,100,,NSE,1.0
232,232,15303,BANG-EQ,BANG,,-1.0,1,,NSE,1.0
233,233,15342,SHALPAINTS-EQ,SHALPAINTS,,-1.0,1,,NSE,1.0
234,234,15370,830CIFC26-N2,830CIFC26,,-1.0,1,,NSE,1.0
235,235,15377,PDMJEPAPER-EQ,PDMJEPAPER,,-1.0,1,,NSE,1.0
236,236,15396,RACE-BE,RACE,,-1.0,1,,NSE,1.0
237,237,157,APOLLOHOSP-EQ,APOLLOHOSP,,-1.0,1,,NSE,50.0
238,238,15477,74AP31-SG,74AP31,,-1.0,100,,NSE,1.0
239,239,15744,727GJ31-SG,727GJ31,,-1.0,100,,NSE,1.0
240,240,1576,GILLETTE-EQ,GILLETTE,,-1.0,1,,NSE,50.0
241,241,15759,735AP39-SG,735AP39,,-1.0,100,,NSE,1.0
242,242,16069,737JK35-SG,737JK35,,-1.0,100,,NSE,1.0
243,243,161,674UP30-SG,674UP30,,-1.0,100,,NSE,1.0
244,244,1607,AURIGROW-EQ,AURIGROW,,-1.0,1,,NSE,1.0
245,245,16274,732TN53-SG,732TN53,,-1.0,100,,NSE,1.0
246,246,16374,735RJ43-SG,735RJ43,,-1.0,100,,NSE,1.0
247,247,1651,663KA34-SG,663KA34,,-1.0,100,,NSE,1.0
248,248,1660,ITC-EQ,ITC,,-1.0,1,,NSE,5.0
249,249,16639,KIRIINDUS-EQ,KIRIINDUS,,-1.0,1,,NSE,5.0
250,250,167,67GJ30-SG,67GJ30,,-1.0,100,,NSE,1.0
251,251,16797,736GA33-SG,736GA33,,-1.0,100,,NSE,1.0
252,252,16805,74MP34-SG,74MP34,,-1.0,100,,NSE,1.0
253,253,16859,SINDHUTRAD-EQ,SINDHUTRAD,,-1.0,1,,NSE,1.0
254,254,16927,JOCIL-EQ,JOCIL,,-1.0,1,,NSE,1.0
255,255,16928,739TN33A-SG,739TN33A,,-1.0,100,,NSE,1.0
256,256,16933,INDBANK-EQ,INDBANK,,-1.0,1,,NSE,1.0
257,257,16959,ALKALI-EQ,ALKALI,,-1.0,1,,NSE,1.0
258,258,16973,738GJ30A-SG,738GJ30A,,-1.0,100,,NSE,1.0
259,259,16977,742ML32-SG,742ML32,,-1.0,100,,NSE,1.0
260,260,16998,739KL52-SG,739KL52,,-1.0,100,,NSE,1.0
261,261,17044,SHARIABEES-EQ,SHARIABEES,,-1.0,1,,NSE,1.0
262,262,17053,HMAAGRO-EQ,HMAAGRO,,-1.0,1,,NSE,1.0
263,263,17101,75HP38-SG,75HP38,,-1.0,100,,NSE,1.0
264,264,17112,745TN43-SG,745TN43,,-1.0,100,,NSE,1.0
265,265,17115,743TS50-SG,743TS50,,-1.0,100,,NSE,1.0
266,266,17187,CYIENTDLM-EQ,CYIENTDLM,,-1.0,1,,NSE,5.0
267,267,17221,742TN33-SG,742TN33,,-1.0,100,,NSE,1.0
268,268,17263,ARMANFIN-EQ,ARMANFIN,,-1.0,1,,NSE,10.0
269,269,17419,BANKETF-EQ,BANKETF,,-1.0,1,,NSE,1.0
270,270,17486,EXPLEOSOL-EQ,EXPLEOSOL,,-1.0,1,,NSE,5.0
271,271,17528,948SCL26I-AX,948SCL26I,,-1.0,1,,NSE,1.0
272,272,17541,DAMODARIND-EQ,DAMODARIND,,-1.0,1,,NSE,1.0
273,273,17616,PSUBANKADD-EQ,PSUBANKADD,,-1.0,1,,NSE,1.0
274,274,17625,MOLDTECH-EQ,MOLDTECH,,-1.0,1,,NSE,1.0
275,275,17637,745TS30A-SG,745TS30A,,-1.0,100,,NSE,1.0
276,276,17661,UNIVPHOTO-BE,UNIVPHOTO,,-1.0,1,,NSE,5.0
277,277,17670,743TN43-SG,743TN43,,-1.0,100,,NSE,1.0
278,278,17728,ASTEC-EQ,ASTEC,,-1.0,1,,NSE,5.0
279,279,17735,BAFNAPH-BE,BAFNAPH,,-1.0,1,,NSE,1.0
280,280,17766,ZEAL-SM,ZEAL,,-1.0,600,,NSE,5.0
281,281,17794,SOMICONVEY-EQ,SOMICONVEY,,-1.0,1,,NSE,1.0
282,282,17818,LTM-EQ,LTM,,-1.0,1,,NSE,10.0
283,283,17851,DLINKINDIA-EQ,DLINKINDIA,,-1.0,1,,NSE,5.0
284,284,17866,10NIDO26-N6,10NIDO26,,-1.0,1,,NSE,1.0
285,285,17852,747AP32-SG,747AP32,,-1.0,100,,NSE,1.0
286,286,17875,GODREJPROP-EQ,GODREJPROP,,-1.0,1,,NSE,10.0
287,287,1797,AWHCL-EQ,AWHCL,,-1.0,1,,NSE,5.0
288,288,17993,PGIMCSA3D-MF,PGIMCSA3D,,-1.0,1,,NSE,1.0
289,289,17996,PGIMCSR2G-MF,PGIMCSR2G,,-1.0,1,,NSE,1.0
290,290,17998,PGIMCSR4D-MF,PGIMCSR4D,,-1.0,1,,NSE,1.0
291,291,18025,718GS2033-GS,718GS2033,,-1.0,1,,NSE,1.0
292,292,18039,ADVENZYMES-EQ,ADVENZYMES,,-1.0,1,,NSE,5.0
293,293,18051,YUDIZ-ST,YUDIZ,,-1.0,800,,NSE,5.0
294,294,18124,DBREALTY-EQ,DBREALTY,,-1.0,1,,NSE,1.0
295,295,18142,EMMBI-EQ,EMMBI,,-1.0,1,,NSE,1.0
296,296,18172,BPF01QDD-MF,BPF01QDD,,-1.0,1,,NSE,1.0
297,297,18208,ORIENTLTD-EQ,ORIENTLTD,,-1.0,1,,NSE,1.0
298,298,18322,744RJ33A-SG,744RJ33A,,-1.0,100,,NSE,1.0
299,299,18335,741RJ39-SG,741RJ39,,-1.0,100,,NSE,1.0
300,300,18337,74RJ41-SG,74RJ41,,-1.0,100,,NSE,1.0
301,301,18404,743TN33-SG,743TN33,,-1.0,100,,NSE,1.0
302,302,18405,745PN34A-SG,745PN34A,,-1.0,100,,NSE,1.0
303,303,18409,742HP38-SG,742HP38,,-1.0,100,,NSE,1.0
304,304,18457,POWERINDIA-EQ,POWERINDIA,,-1.0,1,,NSE,500.0
305,305,18514,PRAMARA-SM,PRAMARA,,-1.0,500,,NSE,5.0
306,306,18520,CUPID-EQ,CUPID,,-1.0,1,,NSE,1.0
307,307,18537,746TS42-SG,746TS42,,-1.0,100,,NSE,1.0
308,308,18543,DIACABS-EQ,DIACABS,,-1.0,1,,NSE,1.0
309,309,18566,RRKABEL-EQ,RRKABEL,,-1.0,1,,NSE,10.0
310,310,1872,664TS51-SG,664TS51,,-1.0,100,,NSE,1.0
311,311,18680,745HR35A-SG,745HR35A,,-1.0,100,,NSE,1.0
312,312,18763,ALCODIS-ST,ALCODIS,,-1.0,625,,NSE,5.0
313,313,18922,743TN53A-SG,743TN53A,,-1.0,100,,NSE,1.0
314,314,18933,752BR31-SG,752BR31,,-1.0,100,,NSE,1.0
315,315,1901,CUMMINSIND-EQ,CUMMINSIND,,-1.0,1,,NSE,50.0
316,316,18946,747HR33A-SG,747HR33A,,-1.0,100,,NSE,1.0
317,317,18954,748HR35-SG,748HR35,,-1.0,100,,NSE,1.0
318,318,19025,KIRLOSIND-EQ,KIRLOSIND,,-1.0,1,,NSE,10.0
319,319,19138,DIGIKORE-SM,DIGIKORE,,-1.0,400,,NSE,5.0
320,320,19178,749KL45-SG,749KL45,,-1.0,100,,NSE,1.0
321,321,192,875NHAI29-N6,875NHAI29,,-1.0,1,,NSE,1.0
322,322,1927,LIQUIDETF-EQ,LIQUIDETF,,-1.0,1,,NSE,1.0
323,323,19253,ARABIAN-SM,ARABIAN,,-1.0,2000,,NSE,5.0
324,324,19279,THEJO-EQ,THEJO,,-1.0,1,,NSE,10.0
